情感分数 = 45.979996	بىر=M=بىر ئادەمنىڭ=N=ئادەم قەلبى=N=قەلب تەبىئەت=N=تەبىئەت مۇھەببىتىگە=N=مۇھەببىتى تولغاندا=V=تول دۇنيانى=N=دۇنيا ئاجايىپ=A=ئاجايىپ گۈزەل=A=گۈزەل خۇددى=T=خۇددى قوينى=N=قوي ئىنتايىن=D=ئىنتايىن كەڭ=A=كەڭ جەننەت=N=جەننەت ھېس=N=ھېس قىلىدۇ=V=قىل تاغلارغا=N=تاغ قاراپ=V=قارا ئىرادىسى=N=ئىرادە كۈچىيىدۇ=V=كۈچەي شىلدىرلاپ=V=شىلدىرلا ئاققان=V=ئاق سۈزۈك=A=سۈزۈك سۇلارغا=N=سۇ قاراپ=V=قارا ھېسسىياتى=N=ھېسسىيات ئۇرغۇپ=V=ئۇرغۇ تاشىدۇ=V=تاش كۆپكۆك=A=كۆپكۆك ئاسماندىكى=N=ئاسمان ئاق=A=ئاق بۇلۇت=N=بۇلۇت ۋە=C=ۋە پارلاپ=N=پارلاپ تۇرغان=V=تۇر قۇياشقا=N=قۇياش قاراپ=V=قارا كۆڭلى=N=كۆڭلى يورۇپ=V=يورۇ ئەركىن=A=ئەركىن تەمكىن=A=تەمكىن جۇشقۇن=A=جۇشقۇن ساغلام=A=ساغلام بەھۇزۇرلۇق=A=بەھۇزۇر تۇيغۇغا=N=تۇيغۇ چۆمىدۇ=N=چۆم قەلبىگە=N=قەلبى خىزمەت=N=خىزمەت مۇھەببىتى=N=مۇھەببەت تولغاندا=V=تول بولسا=V=بول خىزمەتداشلىرى=N=خىزمەتداش خۇددى=T=خۇددى يېقىن=A=يېقىن تۇغقانلىرىدەك=N=تۇغقان بىلىنىپ=V=بىل ناھايىتى=D=ناھايىتى ئىجىل=N=ئىجىل ئىجىل=A=ئىجىل ئىناق=A=ئىناق بولغان=V=بول قىزغىن=A=قىزغىن مۇھىتتا=N=مۇھىت بارغانسېرى=V=بار ئىچەكىشىپ=V=ئىچەكىشىپ جانلىنىپ=V=جانلان كېتىدۇ=V=كەت ئەتراپتىكى=N=ئەتراپ ھەممە=P=ھەممە نەرسە=N=نەرسە شۇنداق=P=شۇنداق يېقىملىق=A=يېقىملىق تۇيۇلۇپ=V=تۇي ئۆزىنى=P=ئۆز ئازادە=A=ئازادە يېنىك=A=يېنىك ھېس=N=ھېس قىلىپ=V=قىل راھەت=N=راھەت بۆشۈكىدە=N=بۆشۈك غەمسىز=A=غەمسىز ئەلەيلىنىدۇ=V=ئەلەيلەن
情感分数 = 8.28	ئاھ=E=ئاھ قىز=N=قىز قۇمى=N=قۇم سەن=P=سەن تەڭداشسىز=A=تەڭداشسىز بايلىققا=N=بايلىق گۈزەللىككە=A=گۈزەللىك ئىگە=N=ئىگە ئىدىڭ=V=ئىدى سەن=P=سەن بەلكى=C=بەلكى بىر=M=بىر شاھزادىگە=N=شاھزادە ياتلىق=N=ياتلىق بولۇپ=V=بول بىر=M=بىر ئۆمۈر=N=ئۆمۈر راھەت=A=راھەت پاراغەتتە=A=پاراغەت ياشايتتىڭ=V=ياشاي بىراق=C=بىراق سەن=P=سەن ئۆزۈڭ=P=ئۆز ياخشى=A=ياخشى كۆرگەن=V=كۆر يىگىتنىڭ=N=يىگىت ۋىسالىغا=N=ۋىسال يەتمەكچى=V=يەت بولدۇڭ=V=بول سېنىڭ=P=سېنىڭ مۇھەببىتىڭ=N=مۇھەببەت تەڭداشسىزدۇر=A=تەڭداشسىز سېنىڭ=P=سېنىڭ روھىڭ=N=روھ مېنى=P=مېنى ھاياجانغا=A=ھاياجان سېلىۋەتتى=V=سال مېنىلا=P=مەن ئەمەس=V=ئەمەس نۇرغۇنلىغان=A=نۇرغۇنلىغان قىزلارنىمۇ=N=قىز ھاياجانغا=A=ھاياجان سېلىپلا=V=سېلىپ قالماستىن=V=قال بەلكى=C=بەلكى ئۇلارنىڭ=P=ئۇلار قەلبىدە=N=قەلبى ھەقىقىي=A=ھەقىقىي مۇھەببەت=N=مۇھەببەت چىن=A=چىن ئادەملىك=A=ئادەملىك تۇيغۇسى=N=تۇيغۇ پەيدا=N=پەيدا قىلدى=V=قىل
情感分数 = 8.2699995	چىفېڭ=N=چىفېڭ ئىكولوگىيەلىك=N=ئىكولوگىيەلىك ئۈنۈمگە=N=ئۈنۈم ئېرىشىپ=V=ئېرىش كۆپكۆك=A=كۆپكۆك ئاسمان=N=ئاسمان ياپپيېشىل=N=ياپپيېشىل ئوت=N=ئوت چۆپلۈكتە=N=چۆپلۈك كىشىنى=N=كىشى جەلپ=N=جەلپ قىلىدىغان=V=قىل لەرزان=A=لەرزان ئايلىنىۋاتقان=V=ئايلان شامالدۇرغۇچلارنى=N=شامالدۇرغۇچ نامايەن=V=نامايەن قىلىپلا=V=قىل قالماي=V=قال تېخىمۇ=D=تېخىمۇ كۆپ=A=كۆپ ئىش=N=ئىش ئورنى=N=ئورنى يارىتىپ=V=يارات كىشلەرنىڭ=N=كىشى تۇرمۇشىنى=N=تۇرمۇش تېخىمۇ=D=تېخىمۇ باياشاتلىققا=A=باياشات گۈزەللىككە=A=گۈزەللىك ئىگە=N=ئىگە قىلدى=V=قىل
情感分数 = -8.01	ئۆز=P=ئۆز ئىززىتىڭنى=N=ئىززەت يوقاتقانغا=V=يوقات غۇرۇرڭنى=N=غۇرۇر يۇقاتقانغا=V=يۇقات ئاتا=N=ئاتا ئاناڭنى=N=ئاناڭ ئالدىغانغا=V=ئالدا يۇرتنى=N=يۇرت خەلىقنى=N=خەلىق ئالدىغانغا=V=ئالدا تويىشە=V=توي ئۇيغۇرنىڭ=N=ئۇيغۇر يۈزىنى=N=يۈزى تۆككەنگە=V=تۆك تويىشە=V=توي
情感分数 = -8.005	بارلىق=P=بارلىق ئاچچىقنى=N=ئاچچىق ئىچىمگە=N=ئىچ سىلىپ=N=سىلىپ ئۆيدىكىلەرنىڭ=N=ئۆي نەزىردە=N=نەزەر مەن=P=مەن ئەسكى=A=ئەسكى ئۇ=P=ئۇ ياخشى=A=ياخشى ئىدى=V=ئىد شۇنىڭ=P=شۇنىڭ بىلەن=R=بىلەن ئۇنىڭ=P=ئۇنىڭ بىلەن=R=بىلەن ئۆيگە=N=ئۆي باردىم=V=بار بارسام=V=بار غەزەپتىن=N=غەزەپ ئاپامنىڭ=N=ئاپا چىرايى=N=چىراي تاترىپ=A=تاترىپ كەتكەن=V=كەت پۇتۇن=A=پۇتۇن غەزەپ=A=غەزەپ نەپىرەتلىرى=A=نەپىرەت ماڭىلا=N=ماڭا مەركەزلەشكەندەك=N=مەركەزلەشكەن قىلاتتى=V=قىل
情感分数 = 8.0	بەزىلەرنىڭ=P=بەزى مۇھەببىتى=N=مۇھەببەت چىن=A=چىن سۆيگۈ=N=سۆيگۈ رىشتىسىگە=N=رىشتە باغلىنىپ=V=باغلان بىرئۆمۈر=N=بىرئۆمۈر بەخىتلىك=A=بەخىتلىك ئۆتەلەيدىكەن=V=ئۆت
情感分数 = 8.0	ئۇ=P=ئۇ ھازىر=D=ھازىر ئۈرۈمچىدە=N=ئۈرۈمچى شېڭ=N=شېڭ دۇبەن=N=دۇبەن بۇ=P=بۇ كوممۇنىستنى=N=كوممۇنىست بىلىملىك=A=بىلىملىك چېۋەر=A=چېۋەر قابىل=A=قابىل تۈز=A=تۈز ئادەم=N=ئادەم بولغاچقا=V=بولغاچقا ھۆرمەتلەيدۇ=V=ھۆرمەتلە
情感分数 = -8.0	جازانىخورلۇق=A=جازانىخورلۇق بىلەن=R=بىلەن گۆرۈكەشلىكنى=A=گۆرۈكەشلىك يوقىتىش=V=يوقىتىش ئۈچۈن=C=ئۈچۈن ئاۋۋال=D=ئاۋۋال شۇنداق=P=شۇنداق ئىشلارغا=N=ئىش يول=N=يول قويۇۋاتقان=V=قوي مۇستەبىت=A=مۇستەبىت ھۆكۈمەتنى=N=ھۆكۈمەت يوقىتىش=V=يوقىتىش كېرەك=A=كېرەك !=N=!
情感分数 = -8.0	ئازاپ=N=ئازاپ ئۇنى=P=ئۇ مۈكچەيتتى=V=مۈكچەي جېنىم=N=جان بالام=N=بالا دۇنيانىڭ=N=دۇنيا خوۋلۇقىنى=N=خوۋلۇق كۆرمىگەن=V=كۆر ئوغلۇم=N=ئوغۇل پۇتلىرى=N=پۇت چوقايدىن=N=چوقاي ئۇچىسى=N=ئۇچى ماتادىن=N=ماتا قۇتۇلمىغان=V=قۇتۇل بىچارە=A=بىچارە بالام=N=بالا كۆزۈمنىڭ=N=كۆز نۇرى=N=نۇرى يۈرىكىمنىڭ=N=يۈرەك بىر=M=بىر قانىتى=N=قانات ھۈ=I=ھۈ ھۈ=I=ھۈ ھۈ=I=ھۈ !=N=!
情感分数 = 8.0	دۆلەت=N=دۆلەت باشقۇرۇش=V=باشقۇر ئائىلە=N=ئائىلە باشقۇرۇش=V=باشقۇر ئەمەس=V=ئەمەس ئۇ=P=ئۇ داھىيانىلىق=N=داھىيانىلىق ئەقىل=N=ئەقىل پاراسەت=N=پاراسەت دانالىق=N=دانالىق ۋە=C=ۋە تەدبىرچانلىق=N=تەدبىرچانلىق بىلەن=R=بىلەن روناق=A=روناق تاپىدۇ=V=تاپ
情感分数 = 8.0	ھا=I=ھا ھا=I=ھا ھا=I=ھا قالتىس=A=قالتىس ئوخشاتتىڭ=V=ئوخشا غېنىكا=N=غېنى سەن=P=سەن بىلەن=R=بىلەن بىللە=D=بىللە ماڭسا=V=ماڭ ئادەمنىڭ=N=ئادەم كۆڭلى=N=كۆڭلى يايرايدۇ=V=يايرا
情感分数 = 8.0	ماجۇڭيىڭ=N=ماجۇڭيىڭ ھېلىمۇ=D=ھېلىمۇ بۇرۇنقىدەكلا=A=بۇرۇنقى تېتىك=A=تېتىك روھلۇق=A=روھلۇق چاققان=A=چاققان ۋە=C=ۋە خۇش=A=خۇش چىراي=N=چىراي ئىدى=V=ئىدى
情感分数 = 8.0	تاجىكلار=N=تاجىك قائىدە=N=قائىدە يوسۇنغا=N=يوسۇن ئەھمىيەت=N=ئەھمىيەت بېرىدۇ=V=بەر مېھماندوست=A=مېھماندوست چىقىشقاق=A=چىقىشقاق
情感分数 = -7.9300003	يەنى=C=يەنى بۇنداق=P=بۇنداق تەييارتاپلارغا=A=تەييارتاپ بىر=M=بىر نېمە=D=نېمە ئۇقتۇرىمەن=V=ئۇقتۇر دەپ=V=دە ئاۋارە=N=ئاۋارە بولۇش=V=بول ھەقىقەتەنمۇ=D=ھەقىقەتەن قىلچە=A=قىلچە پايدىسى=N=پايدا بولمايدىغان=V=بول قۇرۇق=A=قۇرۇق ئاۋارىچىلىق=N=ئاۋارىچىلىق ئىدى=V=ئىدى
情感分数 = -7.8650002	شۇ=P=شۇ قەبرىستانلىقنىڭ=N=قەبرىستانلىق ئەڭ=D=ئەڭ چېتىدىكى=A=چەت بىر=M=بىر قەبرە=N=قەبرە توپىسىنىڭ=N=توپا يېڭىلىقى=A=يېڭى ۋە=C=ۋە ئەتراپىغا=N=ئەتراپ قوپۇرۇلغان=V=قوپ چۇنچىسىنىڭ=N=چۇنچى چىرايلىقلىقى=N=چىرايلىق بىلەن=R=بىلەن كۆزگە=N=كۆز تاشلىنىپ=V=تاشلا تۇراتتى=V=تۇر
情感分数 = -7.8600006	ئۆزلىرىنى=P=ئۆزلىرى كاتتا=A=كاتتا ھېسابلايدىغان=V=ھېسابلا دەۋر=N=دەۋر قەھرىمانلىرى=N=قەھرىمان بەزىدە=P=بەزىدە ئاددىي=A=ئاددىي ئىشلاردا=N=ئىش ئۆزلىرىنىڭ=P=ئۆز سۈنئىي=A=سۈنئىي نىقابىنى=N=نىقاب يىرتىپ=V=يىرت تاشلاپ=V=تاشلا ياۋۇز=A=ياۋۇز قىياپىتىنى=N=قىياپەت ئاشكارىلاپ=V=ئاشكارلا قويىدۇ=V=قوي
情感分数 = -7.8600006	زومىگەرلىك=A=زومىگەرلىك ۋە=C=ۋە زوراۋانلىق=A=زوراۋانلىق يەنىلا=D=يەنىلا مەۋجۇت=A=مەۋجۇت قىسمەن=A=قىسمەن توقۇنۇش=N=توقۇنۇش ۋە=C=ۋە قىزىق=A=قىزىق نۇقتا=N=نۇقتا مەسىلىلىرى=N=مەسىلە بىرى=M=بىرى پەسەيسە=V=پەسەي بىرى=M=بىرى چىقىپ=V=چىق تۇرۇۋاتىدۇ=V=تۇر دۇنيا=N=دۇنيا ئىقتىسادىنىڭ=N=ئىقتىساد تەڭپۇڭسىزلىقى=A=تەڭپۇڭسىزلىق كۈچىيىۋاتىدۇ=V=كۈچەي
情感分数 = -7.8600006	نەتىجىدە=N=نەتىجە نە=P=نە ياراتقۇچىدىن=V=ياراتقۇچى نە=C=نە ئەل=N=ئەل جامائەتتىن=N=جامائەت نە=C=نە قانۇن=N=قانۇن تۈزۈمدىن=N=تۈزۈم تەپ=N=تەپ تارتمايدىغان=V=تارت نەپ=N=نەپ دېسە=V=دە ئاتا=N=ئاتا ئانىسىنىمۇ=N=ئانا ئالدايدىغان=V=ئالدا بىر=M=بىر تۈركۈم=Q=تۈركۈم ئەخلاقسىز=A=ئەخلاقسىز دىيانەتسىز=A=دىيانەتسىز ئىنساپسىز=A=ئىنساپسىز كاززاپلار=A=كاززاپ پەيدا=N=پەيدا بولدى=V=بول
情感分数 = -7.8600006	ئالدىغا=N=ئالدى زەربە=A=زەربە بىلەن=R=بىلەن دۆلىنىپ=V=دۆلەن كېتىۋاتقان=V=كەت ئات=N=ئات ئىگىسىنىڭ=N=ئىگە تەتۈرلىكىدىن=A=تەتۈرلىك غالجىرلىقى=A=غالجىرلىق تۇتۇپ=V=تۇت ئالدى=N=ئالدى پۇتلىرىنى=N=پۇت ئېگىز=A=ئېگىز كۆتۈرۈپ=V=كۆتۈر قاتتىق=A=قاتتىق كىشنەپ=V=كىشنە ئالدى=N=ئالدى پۇتلىرىنى=N=پۇت ھاۋادا=N=ھاۋا شىددەت=A=شىددەت بىلەن=R=بىلەن تېپىچەكلەتتى=V=تېپىچەكلە ئارقا=N=ئارقا پۇتى=N=پۇت گازاڭغىچە=N=گازا قۇمغا=N=قۇم پاتتى=V=پات
情感分数 = 7.85	مىنىڭ=P=مىنىڭ شۇنداق=P=شۇنداق بەك=D=بەك تەلىيىم=N=تەلەي ئوڭمۇ=A=ئوڭ ياكى=C=ياكى مەن=P=مەن بەك=D=بەك ئەقىللىقمۇ=A=ئەقىللىق ؟=N=؟
情感分数 = -7.7200003	ئىتائەتتىكى=N=ئىتائەت سالىھ=N=سالىھ ئايال=N=ئايال قانداق=P=قانداق قىلىپ=V=قىل تاپتىن=N=تاپ چىقىپ=V=چىق ئۆز=P=ئۆز ئېرىنى=N=ئەر مەسخىرە=N=مەسخىرە مازاق=N=مازاق قىلالىغۇدەك=V=قىل ئۆز=P=ئۆز ئېرىگە=N=ئەر مەنسۈپ=N=مەنسۈپ زىننەتلەرنى=N=زىننەت كوچا=N=كوچا كويدا=N=كوي كۆز=N=كۆز كۆز=N=كۆز قىلغۇدەك=V=قىل ۋە=C=ۋە ھەتتا=C=ھەتتا ئىپپىتىنى=N=ئىپپەت مال=N=مال ئورنىدا=N=ئورنى ساتقۇدەك=V=سات ھالغا=N=ھال چۈشۈپ=V=چۈش قالدى=V=قال ؟=N=؟
情感分数 = -7.7200003	خۇددى=T=خۇددى قوماچ=N=قوماچ قورۇغاندەك=V=قورۇ تاراسلاپ=V=تاراسلا ئېتىلىۋاتقان=V=ئات مىلتىق=N=مىلتىق ئاۋازلىرى=N=ئاۋاز ئىگىسىز=A=ئىگىسىز قالغان=V=قال ئاتلارنىڭ=N=ئات چىرقىراپ=V=چىرقىرا كىشنەشلىرى=V=كىشنە ئادەملەرنىڭ=N=ئادەملەر قىقاس=N=قىقاس چۇقانلىرى=N=چۇقان ۋە=C=ۋە يارىدارلارنىڭ=N=يارىدار ۋايدادلىرى=E=ۋايداد قوشۇلۇپ=V=قوش پۈتۈن=A=پۈتۈن جىلغا=N=جىلغا تىترەپ=V=تىترە كېتىۋاتقاندەك=V=كەت سېزىلەتتى=V=سەز
情感分数 = -7.4300003	كېسەللىك=A=كېسەللىك ۋە=C=ۋە نامراتلىق=A=نامراتلىق دەستىدىن=N=دەستىدىن مىجەزى=N=مىجەز تەرسالىشىپ=A=تەرسا قالغان=V=قال دادام=N=دادا بۇ=P=بۇ ئىشلارنىڭ=N=ئىش ھەممىنى=P=ھەممە ئاكامدىن=N=ئاكا كۆردى=V=كۆر
情感分数 = -7.4300003	دەۋر=N=دەۋر تەلىپىدىن=N=تەلەپ قارىغاندا=V=قارا تەدبىرسىز=A=تەدبىرسىز قارىغۇلارچە=A=قارىغۇلارچە ئەگىشىش=V=ئەگىشىش ھالاكەت=N=ھالاكەت ئېلىپ=V=ئال كېلىدۇ=V=كەل
情感分数 = -7.4300003	شۇمخەۋەر=N=شۇمخەۋەر يېتىپ=V=يات كەلگەندە=V=كەل پۈتۈن=A=پۈتۈن مەملىكەت=N=مەملىكەت خەلقى=N=خەلق قاتتىق=A=قاتتىق ئازاپلاندى=V=ئازاپلان ۋە=C=ۋە ھەسرەت=A=ھەسرەت چەكتى=V=چەك
情感分数 = -7.4300003	ئاجىز=A=ئاجىز تەنلىرىمگە=N=تەنلىرى ئاچچىق=A=ئاچچىق ھىجران=A=ھىجران مەڭگۈلۈك=A=مەڭگۈلۈك ھەسرەتتىن=A=ھەسرەت ئىشكەل=N=ئىشكەل سالماقتا=V=سال
情感分数 = 7.4199996	رەئىسنىڭ=N=رەئىس بىز=P=بىز بىلەن=R=بىلەن قەدىناس=A=قەدىناس دوستلاردەك=N=دوست ئەھۋاللىشىشىدىن=V=ئەھۋاللىشىش كەمتەر=A=كەمتەر چىقىشقاقلىقىدىن=A=چىقىشقاق سۆيۈندۇق=V=سۆيۈن
情感分数 = 7.4199996	پەللىلەرگە=N=پەللە ئاتلاندىم=N=ئاتلان زەپەر=A=زەپەر قۇچۇپ=V=قۇچ شادلاندىم=V=شادلان شاشلاندۇرۇپ=V=شاش پەيزىمنى=N=پەيزى تۇلپار=N=تۇلپار قىلدىڭ=V=قىل قوينۇڭدا=N=قوينۇڭ
情感分数 = -7.290001	ھەسەتخورلۇق=A=ھەسەتخورلۇق ئەسلىدە=D=ئەسلىدە زەھەرلىك=A=زەھەرلىك چاياندەك=N=چايان نەرسە=N=نەرسە بولسىمۇ=V=بول ئۆزىنىمۇ=P=ئۆز كۆيدۈرىدىغان=V=كۆي باشقىلارنىمۇ=P=باشقا كۆيدۈرىدىغان=V=كۆي خۇسۇمەتلىك=A=خۇسۇمەتلىك ئوت=N=ئوت بولسىمۇ=V=بول ھەسەتخورلار=A=ھەسەتخور تۈركۈملىشىپ=A=تۈركۈملىشىپ چاياندىن=N=چايان پىل=N=پىل پەيدا=N=پەيدا قىلىشقا=V=قىل ماقۇل=N=ماقۇل بولۇشىدۇ=V=بول
情感分数 = -7.29	ئاخىرقى=A=ئاخىرقى نەپسىڭگىچە=N=نەپسى مېنىڭ=P=مېنىڭ بۇنىڭدىن=P=بۇنىڭدىن كېيىنكى=A=كېيىنكى كۈنلىرىمدىن=N=كۈن قايغۇرۇپ=V=قايغۇر گەرچە=N=گەرچە خالىمىساڭمۇ=V=خالا ماڭا=P=ماڭا بەخىت=N=بەخىت تىلەپ=V=تىلە كېسەلچان=A=كېسەلچان ئاپاڭنىمۇ=N=ئاپا ماڭا=P=ماڭا قويۇپ=V=قوي قويغانلىقىڭدىن=V=قويغانلىق ئۆكۈنۈپ=V=ئۆكۈن زارلانغان=V=زارلانغان ئىدىڭ=V=ئىدى
情感分数 = 7.2799997	ئەزەلدىن=D=ئەزەلدىن ئۇنىڭ=P=ئۇنىڭ چىچەنلىكىگە=A=چىچەن زوقۇم=N=زوق كىلەتتى=V=كىلەتتى شۇڭا=C=شۇڭا ئۇنىڭغا=P=ئۇنىڭ بەك=D=بەك ئامراق=A=ئامراق ئىدىم=V=ئىد
情感分数 = 7.2799993	مىرزات=N=مىرزات پات=A=پات پات=A=پات ئەركىن=A=ئەركىن بىلەن=R=بىلەن بىللە=D=بىللە ماڭماسلىقنى=V=ماڭ ئويلايدۇيۇ=V=ئويلا نىمىشقىدۇر=D=نىمىشقا ئۇنىڭ=P=ئۇنىڭ سۆزمەن=A=سۆزمەن خۇشچاخچاق=A=خۇشچاخچاق چىقىشقاقلىقىغا=A=چىقىشقاق مەستلىكى=N=مەستلىك كېلىپ=V=كەل تەبىئىلا=V=تەبىئىلا ئۇنى=P=ئۇنى يەنە=D=يەنە ياقتۇرۇپ=V=ياقتۇر قالىدۇ=V=قال
情感分数 = -7.1500006	تىتىقسىز=A=تىتىقسىز قالايمىقانچىلىق=A=قالايمىقانچىلىق بىزنى=P=بىز چۈشكۈنلەشتۈرۈۋەتتى=V=چۈشكۈن ياخشىلىق=A=ياخشىلىق يامانلىقنىڭ=A=يامانلىق تەرتىپسىز=A=تەرتىپسىز پەيدا=N=پەيدا بولۇشى=V=بول بىزنى=P=بىز ھىيلىگەرلىككە=N=ھىيلىگەرلىك بەنت=N=بەنت قىلىۋەتتى=V=قىل بىز=P=بىز خاتىرجەملىكنى=A=خاتىرجەملىك ئۈمىد=N=ئۈمىد قىلىمىز=V=قىل ئۇ=P=ئۇ توقۇنۇشنىڭ=N=توقۇنۇش ئاخىرلىشىشىدىن=V=ئاخىرلىشىش دېرەك=N=دېرەك بېرىدۇ=V=بەر
情感分数 = 7.14	كۈلكە=N=كۈلكە چاخچاق=N=چاخچاق ئىچىدە=N=ئىچى جۇڭگونىڭ=N=جۇڭگو ئەنئەنىۋى=A=ئەنئەنىۋى يىمەك=N=يىمەك ئىچمەك=N=ئىچمەك مەدەنىيىتىنى=N=مەدەنىيەت ئۆگەندى=V=ئۆگەن
情感分数 = -7.0	مانا=T=مانا بۇلار=P=بۇ ئاھالىنىڭ=N=ئاھالە كۆڭلىگە=N=كۆڭلى قاتتىق=A=قاتتىق ۋەھىمە=A=ۋەھىمە سېلىۋاتاتتى=V=سال
情感分数 = 7.0	جياڭ=N=جياڭ ۋېييۈەنجاڭ=N=ۋېييۈەنجا شۇ=P=شۇ كۈنلەردە=N=كۈن تولىمۇ=D=تولىمۇ روھلۇق=A=روھلۇق جۇشقۇن=A=جۇشقۇن
情感分数 = -7.0	ۋاي=E=ۋاي بالام=N=بالا ئۇ=P=ئۇ بەك=D=بەك قۇۋ=A=قۇۋ ھىيلىگەر=A=ھىيلىگەر خوتۇن=N=خوتۇن
情感分数 = 7.0	بىز=P=بىز يىگىتلەرمۇ=N=يىگىت ئىنتايىن=D=ئىنتايىن غورۇرلۇق=A=غورۇرلۇق ۋىجدانلىق=A=ۋىجدانلىق قىز=N=قىز ئاياللارغا=N=ئايال ياخشى=A=ياخشى تەربىيە=N=تەربىيە قىلالايدىغان=V=قىل لۈكچەك=A=لۈكچەك ئەجدادلارنىڭ=N=ئەجداد ئەۋلادلىرى=N=ئەۋلاد ئىدۇق=V=ئىد
情感分数 = 7.0	شىنجاڭ=N=شىنجاڭ سىڭ=N=سىڭ مېنىڭ=P=مېنىڭ ئاڭلىغىنىمدىن=V=ئاڭلا نەچچە=P=نەچچە ھەسسە=N=ھەسسە باي=A=باي پاراۋان=A=پاراۋان بىر=M=بىر زېمىن=N=زېمىن كۆرۈنىدۇ=V=كۆر
情感分数 = -7.0	ماقالە=N=ماقالە باھالاش=N=باھالا جەريانىدا=N=جەريان ئوقۇتقۇچىلارنىڭ=N=ئوقۇتقۇچى ساپاسىزلىقىنى=A=ساپاسىزلىق كۆرسىتىدىغان=V=كۆر نۇرغۇن=A=نۇرغۇن كۈلكىلىك=A=كۈلكىلىك ئېچىنىشلىق=A=ئېچىنىشلىق ئىشلار=N=ئىش بولدى=V=بول
情感分数 = -6.8600006	بۇ=P=بۇ چاغدا=N=چاغ غەزەپ=N=غەزەپ نەپرەت=N=نەپرەت لى=N=لى خۇامىڭ=N=خۇامىڭ ئەر=N=ئەر خوتۇننىڭ=N=خوتۇن ئەقلىنى=N=ئەقل تېزگىنلىۋالغان=V=تېزگىنلە ئىدى=V=ئىد كارىۋاتتا=N=كارىۋات لايدەك=N=لاي ئېزىلىپ=V=ئەز ئۇخلاۋاتقان=V=ئۇخلا ئوغلى=N=ئوغل ئۇلارنىڭ=P=ئۇلار كۆزىگە=N=كۆزە ئالۋاستىدەك=A=ئالۋاستى كۆرۈنۈپ=V=كۆر كەتتى=V=كەت
情感分数 = -6.8600006	مىنى=P=مىنى چىڭڭىدە=A=چىڭڭىدە قۇچاغلىغىنىچە=V=قۇچاغلا مۆرەمنى=N=مۆرە بوش=A=بوش پەپىلەپ=V=پەپىلە قويدى=V=قوي ئۆزىنىڭمۇ=P=ئۆز قورقىۋاتقانلىقىنى=A=قورق سۇس=A=سۇس تىترەشلىرىدىن=V=تىترەش ھىس=N=ھىس قىلغان=V=قىل ئىدىم=V=ئىد
情感分数 = -6.8600006	ئەمما=C=ئەمما كىشىلەر=N=كىشى ۋە=C=ۋە باشقا=P=باشقا ھايۋانلار=N=ھايۋان مېنىڭ=P=مىنىڭ بۇ=P=بۇ ھەسرىتىمنى=A=ھەسرەت دەردىمنى=A=دەرد چۈشەنمەي=V=چۈشەن مېنى=P=مىنى سۇ=N=سۇ كۆرسىلا=V=كۆر سۇغا=N=سۇ سىيىدۇ=V=سىي دەپ=V=دە زاڭلىق=A=زاڭلىق قىلىشتى=V=قىل سۇنى=N=سۇ بۇلغىدىڭ=V=بۇلغا دەپ=V=دە نەپرەتلىنىشتى=V=نەپرەت
情感分数 = -6.8600006	ئازابتىن=N=ئازاب ساراڭ=A=ساراڭ بولاي=V=بول دىگەن=V=دە ئىدىم=V=ئىدى ئۇنىڭدىن=P=ئۇنىڭ نەپىرەتلىنەتتىم=V=نەپىرەتلەن ئۆيدىن=N=ئۆي قېچىپ=V=قاچ چىقىپ=V=چىق كەتكۈم=V=كەت كېلەتتى=V=كەل
情感分数 = -6.8600006	ھازازۇل=A=ھازازۇل سەيداجى=N=سەيداج بوجاڭلىق=A=بوجاڭلىق جىدىلى=N=جىدەل بىلەن=R=بىلەن شېرىپ=N=شېرىپ بوجاڭنىڭ=N=بوجاڭ ياش=N=ياش ھاياتىنى=N=ھايات نابۇت=A=نابۇت قىلىپ=V=قىل خەلقنىڭ=N=خەلق لەنىتىگە=N=لەنىتى قالىدۇ=V=قال
情感分数 = -6.86	ئۇ=P=ئۇ مانا=N=مانا ھازىر=D=ھازىر پادىشاھ=N=پادىشاھ خاقان=N=خاقان ئەمەس=V=ئەمەس ئۆلۈمنى=N=ئۆلۈم كۈتۈپ=V=كۈت ياتقان=V=يات بىر=M=بىر مەھبۇس=N=مەھبۇس ئورنىدا=N=ئورنىدا تەشۋىش=N=تەشۋىش بىلەن=R=بىلەن كۈن=N=كۈن ئۆتكۈزمەكتە=V=ئۆت
情感分数 = -6.86	سىلەر=P=سىلەر سوقۇشساڭلار=V=سوقۇش مېنىڭ=P=مېنىڭ بېشىم=N=باش ئاغرىپ=V=ئاغرى كېتىدىكەن=V=كەت دەيدۇ=V=دە يۇلتۇز=N=يۇلتۇز بىزارلىق=A=بىزارلىق ھېس=N=ھېس قىلىپ=V=قىل
