情感分数 = 13.280001	ۋاھ=E=ۋاھ بەك=D=بەك ياخشى=A=ياخشى يېزىپسىز=V=يېزىش تېخمۇ=D=تېخ كۆپ=A=كۆپ مۇشۇنداق=P=مۇشۇ ياخشى=A=ياخشى ماقالىلارنى=N=ماقالە ۋە=R=ۋە ئۇچۇرلارنى=N=ئۇچۇر ئەۋەتىپ=V=ئەۋەت تورداشلارنىڭ=N=تورداش قىزغىنلىقىنى=N=قىزغىن ئاشۇرۇشىڭىزنى=V=ئاشۇر ئۈمىد=N=ئۈمىد قىلىمەن=V=قىل
情感分数 = 3.0	كۆڭلۈمدىكىدەك=N=كۆڭۈل خىزمەت=N=خىزمەت تېپىپ=V=تاپ بەكمۇ=D=بەك خۇشال=A=خۇشال بولدۇم=V=بول
情感分数 = 3.0	گۈزەللىك=N=گۈزەللىك بابىدا=N=بابى يەر=N=يەر شارىدىكى=N=شار ھىچقانداق=N=ھىچقانداق ساھىپجامال=A=ساھىپجامال سەندەك=P=سەن نازاكەتلىك=A=نازاكەت ھەم=R=ھەم سۆيۈملۈك=A=سۆيۈملۈك ئەمەس=V=ئەمەس
情感分数 = 3.0	يا=E=يا ھەزرەت=E=ھەزرەت شۇنداقمۇ=P=شۇنداق چىرايلىق=A=چىرايلىق بولغان=V=بول بارمۇ=A=بار قىز=N=قىز دېگەن=V=دە
情感分数 = 3.0	ئۇ=P=ئۇ تۇغۇلغان=V=تۇغۇل كۈنۈمدە=N=كۈن سوۋغا=N=سوۋغا قىلغان=V=قىل ئەتىرگۈل=N=ئەتىرگۈل بەكمۇ=D=بەك چىرايلىق=A=چىرايلىق ئىكەن=V=ئىكەن
情感分数 = 3.0	بۈگۈن=M=بۈگۈن ئاپام=N=ئاپا ئېلىپ=V=ئال بەرگەن=V=بەر ھېيتلىق=A=ھېيتلىق كىيىمنى=N=كىيىم كىيىپ=V=كىي بەكمۇ=D=بەك خوش=A=خوش بولدۇم=V=بول
情感分数 = 3.0	سىزنىڭ=P=سىز سۆزلىگەنلىرىڭىز=V=سۆزلە ھەجەپمۇ=D=ھەجەپ يېقىملىق=A=يېقىملىق جۇمۇ=T=جۇمۇ
情感分数 = 2.8600001	ئاھ=E=ئاھ ئوتۇڭ=V=ئوتۇڭ مۇشۇ=P=مۇشۇ ۋاققىچە=N=ۋاق ئۆچمىدى=V=ئۆچ جېنىم=N=جان دوستۇم=N=دوست
情感分数 = 2.8600001	ئوت=N=ئوت نېمىشقا=P=نېمىشقا ئۆچمەيدۇ=V=ئۆچ ؟=N=؟
情感分数 = 2.85	سىز=P=سىز بەك=D=بەك چىرايلىقكەنسىز=A=چىرايلىق
情感分数 = 2.85	بۇ=P=بۇ يەرنىڭ=N=يەر ھاۋاسى=N=ھاۋا ناھايىتى=D=ناھايىتى ساپكەن=A=ساپ
情感分数 = 2.85	ۋاي=E=ۋاي يىڭى=N=يىڭى چاپان=N=چاپان ئەجەپمۇ=D=ئەجەپ ياراشتىغۇ=V=ياراش
情感分数 = 2.5	شۇنداق=P=شۇنداق ئوماق=A=ئوماق چىرايلىق=A=چىرايلىق ئەمما=R=ئەمما كىيۋالغان=V=كىيۋالغان كىيىمى=N=كىيىم ئۆزىدىن=P=ئۆز بەكرەك=D=بەكرەك چىرايلىق=A=چىرايلىق بىر=M=بىر قىز=N=قىز قۇيۇۋاتىدۇ=V=قۇي
情感分数 = 2.2799997	نىمدىگەن=D=نىمە ئوماق=A=ئوماق قىز=N=قىز بۇ=P=بۇ ھۆر=A=ھۆر پەرىنىڭ=N=پەرى ئۆزىلا=P=ئۆز ئىكەنغۇ=V=ئىكەن
情感分数 = 2.1399999	ئۆيدىكىلەر=N=ئۆي بىلەن=R=بىلەن بىللە=D=بىللە ساياھەتكە=N=ساياھەت چىقسا=V=چىق نېمىدىگەن=D=نېمە ياخشى=A=ياخشى
情感分数 = 2.1399999	نېمىدېگەن=D=نېمە ساپ=A=ساپ ھاۋا=N=ھاۋا
情感分数 = 2.1399999	بۇ=P=بۇ يىل=N=يىل ھۇسۇل=V=ھۇسۇل نېمىدېگەن=D=نېمە مول=A=مول بولغان=V=بول
情感分数 = 2.1399999	دېڭىز=N=دېڭىز سۈيى=N=سۇ نېمىدېگەن=D=نېمە سۈزۈك=A=سۈزۈك
情感分数 = 2.1399999	ئۇ=P=ئۇ نېمىدىگەن=D=نېمە بەخىتلىك=A=بەخىتلىك ھە=T=ھە
情感分数 = 2.1399999	ئۇ=P=ئۇ نېمىدېگەن=D=نېمە قاملاشقان=A=قاملاشقان ھە=T=ھە
情感分数 = 2.1399999	نېمىدېگەن=D=نېمە ئېسىل=A=ئېسىل ئات=N=ئات ھە=T=ھە
情感分数 = 2.1399999	پاھ-پاھ=E=پاھ-پاھ نېمدىگەن=N=نېمە چىرايلىق=A=چىرايلىق مەنزىرە=N=مەنزىرە بۇ=P=بۇ !=V=!
情感分数 = 2.1399999	بۇ=P=بۇ قېتىملىق=A=قېتىملىق ئىمتىھاندا=A=ئىمتىھان بىرىنچى=M=بىرىنچى بولدۇم=V=بول ئاپام=N=ئاپا چوقۇم=D=چوقۇم بەك=D=بەك خۇشال=A=خۇشال بوپ=V=بو<بول كېتىدىغان=V=كەت بولدى=V=بول دە=T=دە
情感分数 = 2.1399999	ئۇنىڭ=P=ئۇنىڭ مىجەزى=N=مىجەز نېمىدېگەن=D=نېمە ياخشى=A=ياخشى ھە=T=ھە
情感分数 = 2.0	خۇدايىم=N=خۇدا بىر=M=بىر ساقلاپتۇ=V=ساقلا ھېلىمۇ=D=ھېلىمۇ ياخشى=A=ياخشى ئۇ=P=ئۇ تاماققا=N=تاماق كەلمەپتۇ=V=كەل
情感分数 = 2.0	ۋاھ=E=ۋاھ ئۇنىڭدا=P=ئۇ كۈچ=N=كۈچ دېگەن=V=دە بار=A=بار ئىكەن=V=ئىكەن دە=T=دە
情感分数 = 2.0	ئاشۇ=P=ئاشۇ مىھرىبان=A=مىھرىبان قوللىرىڭ=N=قول بىلەن=R=بىلەن يۈزۈمنى=N=يۈز سىلىغانلىرىڭ=V=سىلىغانلىرىڭ ھازىرمۇ=D=ھازىر ئىسىمدە=N=ئىسىم
情感分数 = 2.0	نۇمۇسسىز=A=نۇمۇسسىز خوتۇن=N=خوتۇن ئوبدان=A=ئوبدان ئېرى=N=ئېرى تۇرۇپ=V=تۇر توي=N=توي قىلمىغان=V=قىل بالىنى=N=بالا شۇنداق=P=شۇنداق ئازدۇرسا=V=ئازدۇر بولامدۇ=V=بول دىگىنە=V=دە ؟=N=؟
情感分数 = 2.0	ياخشىلىق=A=ياخشىلىق مەڭگۈ=D=مەڭگۈ سىلەرگە=P=سىلەر يار=N=يار بولغاي=V=بول
情感分数 = 2.0	دوستۇم=N=دوست ھەممىمىز=P=ھەمەم ئاللاھتىن=N=ئاللاھ كەلدۇق=V=كەل ئاللاھقا=N=ئاللاھ قايتىمىز=V=قايت
情感分数 = 2.0	مەن=P=مەن سىياسەتنى=N=سىياسەت دەۋاتمايمەن=V=دە رېئال=A=رېئال تۇرمۇشنى=N=تۇرمۇش دەۋاتىمەن=V=دە
情感分数 = 2.0	ۋاھ=E=ۋاھ ئىككى=M=ئىككى ئاي=N=ئاي بولۇپ=V=بول قالدى=V=قال ھازىر=D=ھازىر كۈنىگە=N=كۈن ئون=M=ئون مىڭ=M=مىڭ يەشىكتىن=N=يەشىك كۆپ=A=كۆپ سېتىلىۋاتىدۇ=V=سات
情感分数 = 2.0	سەپىرىڭىز=N=سەپەر ئوڭۇشلۇق=A=ئوڭۇشلۇق بولسۇن=V=بول
情感分数 = 2.0	شۇ=P=شۇ تاپتا=N=تاپ مەندىن=P=مەن خوشلىشىشقا=V=خوشلىشىش ئالدىراۋاتىسەن=V=ئالدىراۋاتىسەن ھە=T=ھە جىنىم=N=جان قىزىم=N=قىز
情感分数 = 2.0	بەللى=E=بەللى بۇ=P=بۇ ئىشنى=N=ئىش شۇنداق=P=شۇنداق قىل=V=قىل ئوغلۇم=N=ئوغول
情感分数 = 2.0	قۇربان=N=قۇربان ھېيت=N=ھېيت يېتىپ=V=يەت كەلدى=V=كەل
情感分数 = 2.0	بىزنىڭ=P=بىز نۇرغۇنلىغان=A=نۇرغۇن ئارزۇ-ئارمانلىرىمىز=N=ئارزۇ-ئارمان بار=A=بار ئىدىغۇ=V=ئىد جېنىم=N=جان ئاداش=N=ئاداش
情感分数 = 2.0	دەم=N=دەم ئېلىش=V=ئال كۈنلىرىڭىزنى=N=كۈن خۇشال=A=خۇشال ئۆتكۈزگەيسىز=V=ئۆتكۈز
情感分数 = 2.0	ۋاھ=E=ۋاھ ئۇنىڭدا=P=ئۇنىڭ كۈچ=N=كۈچ دېگەن=V=دە بار=A=بار ئىكەن=V=ئىكەن دە=T=دە
情感分数 = 2.0	پاھ=E=پاھ ئورۇس=N=ئورۇس دېگەنمۇزە=P=دېگەن ئادەمدىن=N=ئادەم باشقا=A=باشقا ھەممىنى=P=ھەمم ياسايدىكەن=V=ياسا دە=T=دە
情感分数 = 2.0	جىنىم=N=جىن ئاپا=N=ئاپا سىنى=N=سىنى كۆردىغان=N=كۆر كۈنلەرمۇ=N=كۈن بولدىكەن=V=بول ھە=T=ھە
情感分数 = 2.0	ئەزىمەت=N=ئەزىمەت تاماقنى=N=تاماق ئېلىپ=V=ئال بولدۇم=V=بول نىمانداق=N=نىمانداق كىرمەيسەن=V=كىرمە ؟=N=؟
情感分数 = 2.0	ئوبدان=A=ئوبدان ئويلان=V=ئويلا ساڭا=P=ساڭا بۇنداق=P=بۇنداق تەييار=A=تەييار خىزمەت=N=خىزمەت نەدە=P=نەدە تۇرۇپتۇ=V=تۇر ؟=N=؟
情感分数 = 2.0	سىزدە=P=سىز ساپا=N=ساپا دېگەن=V=دە نەرسە=N=نەرسە بارمۇ=A=بار
情感分数 = 2.0	ئاكا=N=ئاكا مەن=P=مەن راستتىنلا=D=راست ئۆزلەنى=P=ئۆزلە كۆرۈۋاتىمەنمۇ=V=كۆر بۇ=P=بۇ ئىشلار=N=ئىش ئوڭۇممۇ=N=ئوڭۇم چۈشۈممۇ=N=چۈش
情感分数 = 2.0	ئۇلار=P=ئۇلار بۇ=P=بۇ ياخشى=A=ياخشى كۈنلەرنى=N=كۈن كۆرەلمىدى=V=كۆر دە=T=دە
情感分数 = 2.0	بۇنداق=P=بۇنداق ھەيۋەت=A=ھەيۋەت كېمىمۇ=N=كىمە بۇلىدىكەن=V=بۇل ھە=T=ھە
情感分数 = 2.0	جېنىم=N=جان بالام=N=بالا بۇنداق=P=بۇنداق ئۆزۈڭنى=P=ئۆز تاشلىۋەتمىگىن=V=تاشلا
情感分数 = 2.0	بۇ=P=بۇ قېتىمقى=A=قېتىم ھېيتلىق=A=ھېيتلىق پۇلۇم=N=پۇل خېلى=D=خېلى كۆپ=A=كۆپ يىغلىپتۇ=V=يىغل جۇمۇ=T=جۇمۇ
情感分数 = 2.0	بىز=P=بىز نىمانچىمۇ=D=نىمانچە ساددا=A=ساددا ئاسان=A=ئاسان ئالدىنىدىغان=V=ئالدان مىللەت=N=مىللەت ھە=T=ھە
情感分数 = 2.0	ھەقىقەت=N=ھەقىقەت كۆزۈڭگە=N=كۆز تىمساق=N=تىمساق بولۇپ=V=بول كۆرۈنەمدىكىن=V=كۆرۈن
情感分数 = 2.0	ۋاھ=E=ۋاھ قىسقىغىنا=A=قىسقا بىر=M=بىر نەچچە=P=نەچچە يىلدا=N=يىل شەخسلەرنىڭ=N=شەخس پىكاپلىرى=N=پىكاپ تېز=A=تېز كۆپىيىپ=V=كۆپەي بەش=M=بەش يۈزدىن=M=يۈز ئېشىپتۇ=V=ئاش
情感分数 = 2.0	ئامىنە=N=ئامىنە راستىنلا=A=راس بۇ=P=بۇ قىتىملىق=V=قىتىم ئىمتىھاندا=N=ئىمتىھان بىرىنچى=M=بىرىنچى بوپتىمۇ=V=بول ؟=N=؟
情感分数 = 1.71	نىمانداق=N=نىمانداق تونۇشلارنىڭ=N=تونۇش ئالدىدا=N=ئالدىدا ئادەمنىڭ=N=ئادەم يۈزىنى=N=يۈزى قويمايسىز=V=قوي ؟=N=؟
情感分数 = 1.14	ئۇ=P=ئۇ ياتلىق=N=ياتلىق بولۇۋاپتۇ=V=بول مېنى=P=مەن راستلا=A=راست تاشلىۋېتىپتۇ=V=تاشلا
情感分数 = 1.14	جۇڭگو=N=جۇڭگو مىسر=N=مىسر دوستلۇقى=N=دوستلۇق مەڭگۈ=D=مەڭگۈ داۋاملاشقاي=V=داۋاملاش
情感分数 = 1.14	سەن=P=سەن بىلەمسەن=V=بىل ئاداش=N=ئاداش مەن=P=مەن باغقا=N=باغ كىرىپ=V=كىر نەچچە=P=نەچچە رەت=N=رەت ئىسمىڭنى=N=ئىسم چاقىردىم=V=چاقىر سەن=P=سەن كەلمىدىڭ=V=كەل
情感分数 = 1.14	مەن=P=مەن ساڭا=P=ساڭا يەنە=D=يەنە نەچچە=P=نەچچە قېتىم=Q=قېتىم دېسەم=V=دە ئىشىنىسەن=V=ئىشەن ؟=N=؟
情感分数 = 1.14	بىلىپ=V=بىل قېلىڭ=V=قال ئۇ=P=ئۇ شېىئر=N=شېىئر يازىدۇ=V=ياز نەسىر=N=نەسىر يازمايدۇ=V=ياز
情感分数 = 1.14	ئۇ=P=ئۇ ياتلىق=N=ياتلىق بولۋاپتۇ=V=بول مىنى=P=مەن راستلا=A=راست تاشلىۋىتىپتۇ=V=تاشلا
情感分数 = 1.14	بۇ=P=بۇ كېمە=N=كېمە ھەقىقەتەن=D=ھەقىقەت چوڭ=A=چوڭ ئىكەن=V=ئىكەن
情感分数 = 1.14	بۇ=P=بۇ راستنلا=V=راست سەنمۇ=P=سەن ئاخىرى=D=ئاخىرى كۆرۈشتۇق=V=كۆر ھە=T=ھە
情感分数 = 1.14	ئەجەپ=D=ئەجەپ سېنىڭ=P=سەن بۇنداق=P=بۇنداق بىر=M=بىر يۇرتلىقىڭ=N=يۇرتلۇق بارلىقىنى=A=بار بىلمەيدىكەنمەنغۇ=V=بىل ؟=N=؟
情感分数 = 1.14	پاھ-پاھ=E=پاھ-پاھ مىنىڭ=P=مەن قىزىم=N=قىز بىر=M=بىر پەرىنىڭ=N=پەرى ئۆزى=P=ئۆز بولۇپ=V=بول قاپتىغۇ=V=قال
情感分数 = 1.14	ئۇنىڭدىن=P=ئۇنىڭ قانچىلىغان=M=قانچە ئۈمۈتلەرنى=N=ئۈمۈت كۈتكەن=V=كۈت ئىدىم=V=ئىدى ھە=T=ھە !=N=!
情感分数 = 1.14	مەن=P=مەن ئۇقتۇرۇش=N=ئۇقتۇرۇش تاپشۇرىۋالدىم=V=تاپشۇر چەتئەلدە=N=چەتئەل ئوقۇش=V=ئوقۇ سالاھيىتىگە=N=سالاھيەت ئېرىشىپتىمەن=V=ئېرىش
情感分数 = 1.1399999	ۋاي=E=ۋاي ئۇ=P=ئۇ ئىشنىڭ=N=ئىش ئېغىرلىقىغا=N=ئېغىر ھېرىپ=N=ھار چارچىشىغا=V=چارچا قارىماي=V=قارا ۋاقىت=N=ۋاقىت چىقىرىپ=V=چىق تۈرلۈك=A=تۈر كىتابلارنى=N=كىتاب بولۇپمۇ=D=بولۇپمۇ سپارتاك=N=سپارتاك قاتارلىق=R=قاتارلىق ئىلغار=N=ئىلغار ئەسەرلەرن=N=ئەسەر سۆيۈپ=V=سۆي ئوقۇدى=V=ئوقۇ جۇمۇ=T=جۇمۇ
情感分数 = 1.1399999	دوستۇم=N=دوست ئەنۋەر=N=ئەنۋەر خاتىرجەم=A=خاتىرجەم ياتقىن=V=يات ھەممىمىز=P=ھەممە ئاخىرى=D=ئاخىرى يېنىڭغا=N=يېنى بارىمىز=V=بار
情感分数 = 1.1399999	بۇ=P=بۇ كۆينەك=N=كۆينەك نىمدىگەن=D=نىمە چىرايلىق=A=چىرايلىق راستىنلا=A=راس سەن=P=سەن تىكتىڭمۇ=V=تىكىش ؟=N=؟
情感分数 = 1.1399999	خۇداغا=N=خۇدا شۈكرى=N=شۈكرى ئۇنى=P=ئۇ ئوڭۇشلۇق=A=ئوڭۇشلۇق ئۆلتۈرۈپ=V=ئۆل پامىر=N=پامىر ئېگىزلىكىگە=N=ئېگىزلىك قېچپ=N=قاچ بېرىۋاپسىز=V=بار
情感分数 = 1.1399999	ئەنۋەر=N=ئەنۋەر سەن=P=سەن كېتىپ=V=كەت بىر=M=بىر ھەپتىدىن=N=ھەپتە كېيىن=D=كېيىن چۈشۈمگە=N=چۈش كىرىپ=V=كىر قاپسەن=V=قال جېنىم=N=جان دوستۇم=N=دوست
